ObjectID,NLFID,CTL_BEGIN_NBR,CTL_END_NBR,JURISDICTION,ROUTE_TYPE,ROUTE_NBR,LENGTH_OF_SEGMENT,ODOT_DISTRICT,COUNTY_CD,COUNTY,AADT_TOTAL,AADT_TRUCK,LANES,ROADWAY_WIDTH_NBR,PAVE_TYPE_CODE,PAVE_TYPE_COMPOSITE,PAVE_TYPE__JCP,PREDICTED_PCR_YEAR,PREDICTED_PCR_NBR,PCR_DIRECTION_TO_USE,ACTUAL_PCR_YEAR,ACTUAL_PCR_DOWN,ACTUAL_PCR_NBR,ACTUAL_PCR_UP,PROJECT_ACTIVITY,PROJECT_YEAR,PID,PROJECT_1_ACTIVITY,PROJECT_1_COST,PROJECT_1_YEAR,PROJECT_2_ACTIVITY,PROJECT_2_COST,PROJECT_2_YEAR,PROJECT_3_ACTIVITY,PROJECT_3_COST,PROJECT_3_YEAR,PAVE_TYPE,BASE_FAILURE,BASE_FAILURE_VALUE,BLEEDING,BLEEDING_VALUE,BLOCK_TRANS_CRK,BLOCK_TRANS_CRK_VALUE,BRICK_DETERIORATION,BRICK_DETER_VALUE,CORNER_BREAK,CORNER_BREAK_VALUE,CORRUGATION,CORRUGATION_VALUE,CROWN,CROWN_VALUE,CRACK_SEAL_DEFICIENCY,CRACK_SEAL_DEF_VALUE,DISCOLORATION,DISCOLORATION_VALUE,DRAINAGE,DRAINAGE_VALUE,DUST,DUST_VALUE,EDGE_CRACKING,EDGE_CRACKING_VALUE,FAULTING,FAULTING_VALUE,GRAVEL_LAYER,GRAVEL_LAYER_VALUE,JOINT_REF_CRK,JOINT_REF_CRK_VALUE,JOINT_SLT_DMG,JOINT_SLT_DMG_VALUE,JOINT_EROSION,JOINT_EROSION_VALUE,JOINT_SPALLING,JOINT_SPALLING_VALUE,LONGITUDINAL_JOINT_CRACKING,LONG_JOINT_CRK_VALUE,LONG_JOINT_SPAL,LONG_JOINT_SPAL_VALUE,LONGITUDINAL_CRACKING,LONG_CRACKING_VALUE,LOOSE_AGGREGATE,LOOSE_AGGREGATE_VALUE,MAP_CRACKING,MAP_CRACKING_VALUE,INTER_TRANS_CRK,INTER_TRANS_CRK_VALUE,PATCHING,PATCHING_VALUE,POPOUT,POPOUT_VALUE,POTHOLE,POTHOLE_VALUE,PRESSURE_DAMAGE,PRESSURE_DAMAGE_VALUE,PUMPING,PUMPING_VALUE,PUNCHOUT,PUNCHOUT_VALUE,RANDOM_CRACKING,RANDOM_CRACKING_VALUE,RAVELING,RAVELING_VALUE,RUTTING,RUTTING_VALUE,SURF_DIS_OR_DEBOND,SURF_DIS_OR_DEBOND_VALUE,SETTLEMENT,SETTLEMENT_VALUE,SHATTERED_SLAB,SHATTERED_SLAB_VALUE,SPALLING,SPALLING_VALUE,SURFACE_DETERIORATION,SURFACE_DETER_VALUE,TRANSVERSE_CRK,TRANSVERSE_CRK_VALUE,TRANS_CRK_PL_CONC,TRANS_CRK_PL_CONC_VALUE,TRANS_CRK_RF_CONC,TRANS_CRK_RF_CONC_VALUE,THERMAL_CRACKING,THERMAL_CRACKING_VALUE,TRANS_CRK_UJ_BASE,TRANS_CK_UJ_BASE_VALUE,WASHBOARD,WASHBOARD_VALUE,WHEEL_TRACK_CRK,WHEEL_TRACK_CRK_VALUE,DIVIDED_HWY,ACCESS_CONTROL,URBAN_AREA_CODE,BASE_TYPE,FUNCTIONAL_CLASS,HPMS_SAMPLE_ID,MAINTENANCE_AUTHORITY,NHS,PRIORITY_SYSTEM,SURFACE_TYPE,SURFACE_WIDTH,ESAL_TOTAL,LEFT_MUNI_NAME,RIGHT_MUNI_NAME,LEFT_TWP_NAME,RIGHT_TWP_NAME,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
3273407,SALLIR00075**C,0.215,2.367,S,IR,00075,2.152,01,ALL,ALLEN,38892,12329,4,80,3,?,?,2020,93,UP,2018,99,99,99,100,2014,105686,38,1778458.93,2025,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Y,1,49852,NA,1,NA,NA,N,P,G,48,NA,NA,NA,SHAWNEE,SHAWNEE,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,4574.252466
3273408,SALLSR00696**C,1.224,1.37,S,SR,00696,0.146,01,ALL,ALLEN,8087,4115,2,38,4,J,?,2023,85,UP,2018,-1,99,99,50,2017,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.2,NA,NA,NA,NA,LO,0.64,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LE,3,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,N,3,99999,L,5,NA,NA,NA,G,G,22,NA,BEAVERDAM,BEAVERDAM,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,310.48923
3273409,SASDSR00060**C,4.966,5.58,S,SR,00060,0.614,03,ASD,ASHLAND,4094,463,2,20,3,?,?,2022,93,UP,2018,-1,78,78,38,2015,101438,30,208295.43,2021,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,99999,I,4,NA,NA,NA,G,G,20,123130,NA,NA,GREEN,GREEN,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,1306.854822
3273410,SADASR00032**C,4.796,6.133,S,SR,00032,1.337,09,ADA,ADAMS,8938,1549,4,72,3,?,?,2021,88,UP,2018,94,94,94,60,2012,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LF,2.4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Y,2,99999,L,3,NA,NA,N,P,G,48,NA,NA,NA,SCOTT,SCOTT,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,2763.721588
3273411,SALLSR00190**C,1.3,1.319,S,SR,00190,0.019,01,ALL,ALLEN,3072,77,2,28,3,?,?,2023,83,UP,2018,-1,99,99,50,2018,87210,50,17290.63,2018,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,LO,2,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LF,2.4,LF,2.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,99722,L,5,NA,NA,NA,G,G,20,NA,NA,DELPHOS,MARION,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,40.415435
3273412,SALLSR00081**C,26.789,29.4,S,SR,00081,2.611,01,ALL,ALLEN,3346,130,2,38,3,?,?,2021,97,UP,2018,-1,92,92,60,2015,NA,25,454375.36,2021,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,99999,I,5,NA,NA,NA,G,G,22,NA,NA,NA,JACKSON,JACKSON,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,5541.702867
3273413,SADASR00041**C,25.211,25.23,S,SR,00041,0.019,09,ADA,ADAMS,7165,670,2,26,3,?,?,2023,75,UP,2018,-1,99,99,30,2017,100588,50,209196.6,2024,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,MF,4.9,NA,NA,NA,NA,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LE,3,LO,1.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,LO,3,N,3,99999,K,5,NA,NA,NA,G,G,20,NA,NA,NA,MEIGS,MEIGS,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,39.100046
3273414,SALLSR00117**C,13.392,13.509,S,SR,00117,0.117,01,ALL,ALLEN,12593,274,2,38,3,?,?,2019,95,UP,2018,-1,98,98,60,2016,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,49852,I,4,000117011760,NA,NA,G,G,22,NA,NA,NA,SHAWNEE,SHAWNEE,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,248.055192
3273415,SALLSR00081**C,18.133,18.145,S,SR,00081,0.012,01,ALL,ALLEN,15264,1154,2,36,4,J,?,2018,72,UP,2018,-1,72,72,52,2006,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,LO,2,NA,0,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,LE,1.6,NA,0,NA,NA,NA,NA,LO,1,NA,0,NA,0,NA,NA,LE,3,MO,4.2,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,N,3,49852,L,3,NA,NA,NA,G,G,36,NA,NA,LIMA,BATH,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,25.655073
3273416,SADASR00781**C,9.668,10.987,S,SR,00781,1.319,09,ADA,ADAMS,359,66,2,24,3,?,?,2022,91,UP,2018,-1,69,69,60,2007,91998,50,837983.5,2019,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LF,2.4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,99999,I,5,NA,NA,NA,G,G,18,NA,NA,NA,JEFFERSON,JEFFERSON,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,2725.208569
3273417,SASDSR00089**C,5.281,5.354,S,SR,00089,0.073,03,ASD,ASHLAND,2368,287,2,30,4,U,?,2018,89,UP,2018,-1,89,89,38,2016,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LF,2.4,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,3.2,NA,NA,NA,NA,N,3,99999,L,5,NA,NA,NA,G,G,24,111911,JEROMESVILLE,JEROMESVILLE,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,155.361624
3273418,SALLSR00065**C,9.01,9.27,S,SR,00065,0.26,01,ALL,ALLEN,10340,679,2,46,4,J,?,2018,98,UP,2018,-1,73,73,60,2018,87188,60,88721.96,2018,Nul,0,0,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LO,1.5,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,N,3,49852,L,3,NA,NA,NA,G,G,35,NA,LIMA,NA,NA,BATH,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,553.081967
3273419,SALLUS00030**C,1.926,2.239,S,US,00030,0.313,01,ALL,ALLEN,15322,5557,4,72,4,J,?,2018,74,UP,2018,77,74,74,60,2005,88830,60,16365652.77,2022,Nul,0,0,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.2,NA,NA,NA,NA,LE,1.6,ME,3,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,HF,8,MO,4.2,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Y,1,99999,P,3,NA,NA,N,P,G,48,NA,NA,NA,MARION,MARION,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,665.421817
3273420,SASDSR00060**C,10.89,11.286,S,SR,00060,0.396,03,ASD,ASHLAND,6470,668,2,23,4,U,?,2023,90,UP,2018,-1,82,82,38,2015,102960,38,68672.42,2020,Nul,0,0,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.2,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LE,3,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,N,3,99999,L,4,NA,NA,NA,G,G,22,284131,HAYESVILLE,HAYESVILLE,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,844.073811
3273421,SALLIR00075**C,9.85,11.574,S,IR,00075,1.724,01,ALL,ALLEN,36592,12583,4,76,4,J,?,2022,89,UP,2018,73,69,69,60,2010,94206,60,7730803.82,2019,Nul,0,0,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LF,2.4,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Y,1,49852,P,1,020007508743,NA,N,P,G,48,NA,NA,NA,BATH,BATH,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,3662.254893
3273422,SALLSR00309**C,11.168,11.17,S,SR,00309,0.002,01,ALL,ALLEN,12418,541,4,0,3,?,?,2023,83,DOWN,2018,98,98,99,50,2016,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,LO,2,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LF,2.4,LF,2.4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Y,1,49852,L,3,NA,NA,NA,G,G,54,NA,LIMA,LIMA,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,4.248026
3273423,SASDSR00058**C,1.103,1.76,S,SR,00058,0.657,03,ASD,ASHLAND,5372,293,2,36,3,?,?,2020,93,UP,2018,-1,52,52,60,2007,96318,60,803042.7,2019,30,930946.58,2024,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,2,99999,I,4,NA,NA,NA,G,G,24,94112,NA,NA,MONTGOMERY,MONTGOMERY,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,1400.277793
3273424,SALLUS00030**C,19.61,19.69,S,US,00030,0.08,01,ALL,ALLEN,11415,4911,4,84,2,?,P,2021,79,UP,2018,89,84,84,Nul,0,107874,40,2546028.6,2024,Nul,0,0,Nul,0,0,JTCP,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,LO,1.2,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,4.2,NA,0,NA,NA,NA,NA,MO,4.2,NA,NA,MF,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Y,1,99999,P,3,000030018180,NA,N,P,G,48,NA,NA,NA,RICHLAND,RICHLAND,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,170.079714
3273425,SADASR00247**C,17.382,17.617,S,SR,00247,0.235,09,ADA,ADAMS,4625,221,2,31,4,U,?,2018,75,UP,2018,-1,75,75,60,2004,91998,60,230335.41,2019,Nul,0,0,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,NA,0,LO,0.9,NA,NA,NA,NA,LO,1,NA,0,LO,6,NA,NA,MF,4.8,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,4.8,NA,NA,NA,NA,N,3,99999,T,5,NA,NA,NA,G,G,20,NA,SEAMAN,SEAMAN,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,488.096964
3273426,SASDSR00003**C,2.74,2.93,S,SR,00003,0.19,03,ASD,ASHLAND,3647,466,2,25,4,U,?,2023,90,UP,2018,-1,77,77,60,2009,97045,60,111862.42,2020,30,127026.15,2025,Nul,0,0,COMP,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,0.8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,LF,2.4,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,N,3,99999,I,4,NA,NA,NA,G,G,20,212612,NA,NA,HANOVER,HANOVER,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,403.629872
3273427,SADASR00041**C,13.023,13.112,S,SR,00041,0.089,09,ADA,ADAMS,10819,578,2,25,3,?,?,2020,77,UP,2018,-1,82,82,60,2013,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,LO,2,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LE,3,MO,4.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,LF,4.2,N,3,99999,K,4,NA,NA,NA,G,G,20,NA,WEST UNION,WEST UNION,NA,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,183.102514
3273428,SALLSR00103**C,0.296,0.447,S,SR,00103,0.151,01,ALL,ALLEN,3636,152,2,40,3,?,?,2021,64,UP,2018,-1,70,70,52,2010,110706,38,69606.43,2023,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,LF,2.8,NA,NA,NA,NA,NA,0,NA,NA,E,5,NA,NA,NA,NA,NA,NA,MF,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LE,3,MF,5.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,MF,7.35,N,3,99999,I,5,NA,NA,NA,G,G,24,NA,NA,BLUFFTON,RICHLAND,NA,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,322.464854
3273429,SALLSR00117**C,18.65,18.656,S,SR,00117,0.006,01,ALL,ALLEN,25906,1411,4,21,3,?,?,2018,85,UP,2018,-1,85,85,50,2013,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,LO,2,NA,NA,NA,NA,NA,0,NA,NA,F,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LE,3,MO,4.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,Y,3,49852,NA,3,020011718560,NA,5,G,E,48,NA,NA,NA,BATH,PERRY,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,12.748435
3273430,SADASR00041**C,29.81,32.887,S,SR,00041,3.077,09,ADA,ADAMS,2841,243,2,24,3,?,?,2022,87,UP,2018,-1,96,96,60,2014,NA,Nul,-1,0,Nul,-1,0,Nul,-1,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LE,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,99999,K,5,NA,NA,NA,G,G,20,NA,NA,NA,FRANKLIN,FRANKLIN,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,6384.348002
3273431,SALLSR00081**C,10.719,11.34,S,SR,00081,0.621,01,ALL,ALLEN,2424,30,2,31,3,?,?,2021,94,UP,2018,-1,82,82,60,2018,105527,50,277663.37,2020,Nul,0,0,Nul,0,0,FLEX,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,LO,1.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,N,3,49852,I,5,000081010700,NA,NA,G,G,24,NA,NA,NA,AMERICAN,AMERICAN,TIMS@D31_AG,2020-01-14T14:17:45Z,TIMS@P31_AG,2020-01-14T14:17:45Z,1317.795879
